BESTDATE,BESTSTAT,NAMEADDR,Alias,LANDUSE,CASENO,PLNDESC,BPAPPLNO,DBIDESC,FirstFiled,COST,PROPUSE,APN,EntitlementStatus,NEIGHBORHOOD,PLANAREA,PLANDISTRICT,SUPDIST,ZONING,ZONEDISTRICTNAME,HEIGHTLIMIT,UNITS,UNITSNET,AFFORDABLE,AFFORDABLE_NET,RETAILCOMM_EXISTING,RETAILCOMM_PROPOSED,RETAILCOMM_NET,OFFICE_EXISTING,OFFICE_PROPOSED,OFFICE_NET,INDUSTRIAL_EXISTING,INDUSTRIAL_PROPOSED,INDUSTRIAL_NET,MEDICAL_EXISTING,MEDICAL_PROPOSED,MEDICAL_NET,VISITOR_EXISTING,VISITOR_PROPOSED,VISITOR_NET,CIE_EXISTING,CIE_PROPOSED,CIE_NET,SPONSOR,CONTACT,CONTACTPH,PLANNER,LOCATION
11/13/2015,PL APPROVED,1075 MARKET ST,,Mixres,2013.1690,"The project sponsor proposes to demolish the existing commercial building (former adult entertainment complex) and replace with a new 8-story mixed use (retail and residential) building with approximately 7,500 sf of retail space, 99 units and 24 parking",201405286908,,02/12/2014,$27000000.00,,APN 3703062,-1,South of Market,Downtown,Downtown,SUPERVISORIAL DISTRICT 6,C-3-G,DOWNTOWN- GENERAL,90-X,90,90,0,0,23000,0,-23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert Huggins,Robert Huggins,561-0600,,"(37.7806442145, -122.411615)"
11/17/2015,PL FILED,1076 HOWARD ST,,MIPS,2015-015152PRJ,Change of use from PDR to Office and a vertical addition of 1 additional story.,,,11/17/2015,$0.00,,APN 3726026,0,South of Market,East SoMa (EN); South of Market,Downtown,SUPERVISORIAL DISTRICT 6,MUG,MIXED USE-GENERAL,85-X,0,0,0,0,0,0,0,3091,18671,15580,8781,0,-8781,0,0,0,0,0,0,0,0,0,Vantage Property Investors,,3105456013,RSUCRE,"(37.7786890212, -122.409098)"
12/12/2014,BP FILED,1076 RHODE ISLAND ST,,Resident,,,201412123641,"ADDITION OF 3RD FL ABOVE 2ND FL (40'x25'), BUSEMENT ADDITION OF (40'X25')REAR ADDITION OF BLDG AND 1",12/12/2014,$200000.00,2 FAMILY DWELLING,APN 4158011,0,Potrero Hill,Showplace Square/Potrero Hill (EN),South of Market,SUPERVISORIAL DISTRICT 10,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7561577623, -122.402056)"
07/23/2014,BP FILED,108 ORSI CR,,Resident,,,201407231943,"LEGALIZEING PERVIOUS BUILT W/O PERMIT. CONVERT PATIO GARAGE TO 2ND UNIT. 1 BEDROOM, 1 BATH & KITCHEN",07/23/2014,$25000.00,2 FAMILY DWELLING,APN 5428D037,0,Bayview,Bayview Hunters Point,South Bayshore,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",65-J,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7282105051, -122.398218)"
11/10/2015,BP FILED,1083 HOLLISTER AV,,Resident,,,201511102331,LEGALIZE GROUND FL KITCHEN TO ADD (1)(N) RESIDENTIAL UNIT UNDER UNIT LEALIZATION PROGRAM. LEGALIZE G,11/10/2015,$10000.00,2 FAMILY DWELLING,APN 4965029,0,Bayview,Bayview Hunters Point,South Bayshore,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7193339273, -122.392284)"
11/17/2015,BP ISSUED,1095 MARKET ST,GRANT BUILDING,Resident,,,201409116118,CHANGE OF OCCUPANCY FROM OFFICE TO HOTEL. NEW 202 HOTEL ROOMS. NEW ROOF DECK. ADD NEW STORY WITHIN (,09/11/2014,$9650000.00,TOURIST HOTEL/MOTEL,APN 3703059,-1,South of Market,Downtown,Downtown,SUPERVISORIAL DISTRICT 6,C-3-G,DOWNTOWN- GENERAL,90-X,202,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,CGROB,"(37.7803286884, -122.412014)"
04/15/2015,PL FILED,11 GLADYS ST,,Resident,2015-004717PRJ,Vertical addition to both the rear and front setbacks to permit an additional dwelling unit.,,,04/15/2015,$0.00,,APN 5710027,0,Bernal Heights,,Bernal Heights,SUPERVISORIAL DISTRICT 9,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OLIVER ROBERT R,4154123664,SMENDRIN,"(37.7399966963, -122.422307)"
11/23/2015,BP FILED,11 HILIRITAS AV,,Resident,,,201511233353,(N) CONTRUCTION OF A 3-STORY SINGLE FAMILY DWELLING,11/23/2015,$650000.00,1 FAMILY DWELLING,APN 7552026,0,Glen Park,,Central,SUPERVISORIAL DISTRICT 8,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7376079744, -122.437044)"
05/08/2015,BP FILED,11 MADDUX AV,,Resident,,,201505085779,(N) KITCHEN ON 1ST FL & LEGALIZE IN-LAW DWELLING UNIT UNDER ORD #43-14,05/08/2015,$6000.00,2 FAMILY DWELLING,APN 5384C013C,0,Bayview,Bayview Hunters Point,South Bayshore,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7349519249, -122.397981)"
01/22/2016,CONSTRUCTION,110 THE EMBARCADERO,,Mixed,2011.1388,Add one story to existing two-story building to create assembly and office space for Commonwealth Club of California.,201312174360,"STRUCTURAL UPGRADE OF (E) FOUNDATION. TENANT IMPROVEMENT 1ST & 2ND FLOOR. ADD 1 STORY TO ACCOMADE ASSEMBLY, OFFICE & STORAGE. SPRINKLER & FIRE ALARM ON SEPARATE PERMIT.",10/09/2011,$6800000.00,CLUB,APN 3715002,-1,Financial District,Northeast Waterfront; Downtown,Downtown,SUPERVISORIAL DISTRICT 6,C-3-O,DOWNTOWN- OFFICE,84-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,PLAVALLE,"(37.7932347280, -122.392653)"
11/05/2015,BP FILED,110 TUCKER AV,,Resident,,,201511051844,LEGALIZE UNIT PER ORDINANCE NO. 43-14. LEGALIZE KITCHEN IN FAMILY ROOM ON 3RD FL. ADD DOOR TO 2ND &,12/05/2015,$0.00,2 FAMILY DWELLING,APN 6201004,0,Visitacion Valley,,South Central,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7162143772, -122.406088)"
07/21/2015,PL APPROVED,1100 CESAR CHAVEZ ST,,Mixed,2015-007177PRJ,"Interior renovations and exterior modifications to existing PDR building. Increase accessory office use by 4,206 sf.",,,06/08/2015,$0.00,,APN 4316002,-1,Potrero Hill,Central Waterfront (EN),South Bayshore,SUPERVISORIAL DISTRICT 10,PDR-1-G,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL",80-X,0,0,0,0,0,0,0,4199,8405,4206,21101,18589,-2512,0,0,0,0,0,0,0,0,0,Veritable Vegetable,,(415) 550-48,,"(37.7504527912, -122.389020)"
03/25/2016,CONSTRUCTION,1100 GOLDEN GATE AV,1239 TURK ST,Resident,2008.1162,"New construction of 5-story, 145-foot tall housing tower(s) with 98 affordable senior rental units",201207104447,ERECT TYPE 1 & TYPE V NEW BUILDING,12/11/2008,$23000000.00,,APN 0757025,-1,Western Addition,,Western Addition,SUPERVISORIAL DISTRICT 5,RM-3,"RESIDENTIAL- MIXED, MEDIUM DENSITY",50-X,98,98,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desiree Espinoza,Desiree Espinoza,415-421-8605,CNIKITAS,"(37.7803534879, -122.429509)"
09/18/2012,PL FILED,1100 MARKET ST,,Visitor,2012.1123,Renovation of existing Hotel - interior renovation and top floor addition,,,09/18/2012,$0.00,,APN 0351001,0,Downtown/Civic Center,Downtown,Downtown,SUPERVISORIAL DISTRICT 6,C-3-G,DOWNTOWN- GENERAL,120-X,0,0,0,0,9183,12209,3026,0,0,0,0,0,0,0,0,0,70392,68806,-1586,0,0,0,Daniel Frattin,Daniel Frattin,415 567 9000,,"(37.7809005303, -122.412470)"
03/17/2015,BP FILED,1100 POTRERO AV,,Resident,2015-003800PRJ,,201503161018,"ERECT 3 STORIES, TYPE 5, 3 DWELLING UNITS NEW BUILDING.",05/02/2013,$700000.00,APARTMENTS,APN 4211001,0,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",55-X,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7544079493, -122.406811)"
02/10/2015,BP FILED,1110 YORK ST,,Resident,,,201502107933,ADD 2ND RESIDENTIAL UNIT. 1-STORY VERTICAL ADDITION. 3-STORY ADDITION TO THE SOUTH ELEVATION. PROVID,02/10/2015,$500000.00,2 FAMILY DWELLING,APN 4209002,0,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7540269229, -122.408580)"
03/05/2012,BP APPROVED,1115 POTRERO AV,,Resident,,,201109215213,"CONVERT BASEMENT TO LEGAL DWELLING UNIT INCLUDING KITCHEN, LIVING ROOM, 1 BEDROOM, 1 FULL BATH & LAU",09/21/2011,$50000.00,2 FAMILY DWELLING,APN 4212011,-1,Mission,Showplace Square/Potrero Hill (EN),Mission,SUPERVISORIAL DISTRICT 10,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",55-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7540362493, -122.406083)"
01/30/2014,BP FILED,1117 HOWARD ST,,Resident,,,201401307462,"CHANGE OF USE. COMPLY W/ NOV 201279657, DEMO INTERIOR, CONSTRUCT 2 BEDROOMS, 1-1/2 BATHS, MEDIA ROOM",01/30/2014,$400000.00,1 FAMILY DWELLING,APN 3730118,0,South of Market,Western SoMa (EN); South of Market,South of Market,SUPERVISORIAL DISTRICT 6,WMUG,WSOMA MIXED USE-GENERAL,55-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7774865092, -122.409558)"
09/17/2015,BP FILED,1117 OCEAN AV,,Resident,,,201509177270,CHANGE OF USE PERMIT.  NO WORK.  SEE DRAWING NOTES. CHANGE OF USE FROM (E) OFFICE TO RESIDENTIAL UNI,09/17/2015,$8000.00,APARTMENTS,APN 6944046,0,Ocean View,Balboa Park,Ingleside,SUPERVISORIAL DISTRICT 7,NCT-OCEAN,OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT,45-X,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7232681294, -122.454562)"
07/29/2014,BP FILED,112 12TH AV,,Resident,,,201407292390,RELOCATE (E) LAUNDRY FIXTURES TO GARAGE. CONVERT (E) LAUNDRY TO NEW KITCHEN & CONVERT GROUND FLOOR T,07/29/2014,$180000.00,2 FAMILY DWELLING,APN 1371039,0,Inner Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7859109754, -122.470750)"
07/23/2015,BP FILED,1121 FELTON ST,,Resident,2015-009923PRJ,,201507232260,"LEGALIZE AS-BUILT WITH ON 1ST FLOOR PER PLAN. CONSIST OF 1 BEDROOM, KITCHEN, FAMILY ROOM, BATHROOM,",07/23/2015,$25000.00,2 FAMILY DWELLING,APN 5971029,-1,Excelsior,,South Central,SUPERVISORIAL DISTRICT 9,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7268601150, -122.415848)"
05/31/2011,BP ISSUED,1122 PAGE ST,,Resident,2010.0114,ADD 1 ADDITIONAL UNIT.  4 UNITS TOTAL.,201003037492,,02/23/2010,$136740.00,,APN 1219008,-1,Haight Ashbury,,Buena Vista,SUPERVISORIAL DISTRICT 5,RM-2,"RESIDENTIAL- MIXED, MODERATE DENSITY",40-X,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Troy Kashanipour,Troy Kashanipour,415.431.0869,GCABRERO,"(37.7721654228, -122.439365)"
02/20/2014,BP FILED,1123 CAROLINA ST,,Resident,,,201402208929,"CHANGE OF USE . ADD 1 NEW BEDROOM, BATHROOM, ADD 4 NEW WINDOWS, REPLACE 2 WINDOWS. CHANGE OF USE FRO",02/20/2014,$15000.00,2 FAMILY DWELLING,APN 4219043,0,Potrero Hill,Showplace Square/Potrero Hill (EN),South of Market,SUPERVISORIAL DISTRICT 10,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7543069487, -122.399317)"
01/14/2014,BP REINSTATED,1123 GIRARD ST,,Resident,2009.0170,,200907072084,"ERECT A 3 STORIES, SINGLE FAMILY DWELLING.",07/07/2009,$200000.00,1 FAMILY DWELLING,APN 6173005,-1,Visitacion Valley,,South Central,SUPERVISORIAL DISTRICT 10,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,CTEAGUE,"(37.7186769610, -122.400654)"
12/04/2015,PL APPROVED,1125 HAMPSHIRE ST,,Resident,2015-015019PRJ,Proposed addition of (N) dwelling unit to (E) SFH. Vehicle parking in front setback to be replaced with two bicycle parking spaces.,,,11/13/2015,$0.00,,APN 4211021,-1,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Huff Construction Company,Mark Huff,4154220690,ERUSSELL,"(37.7535928379, -122.407079)"
12/18/2013,PL FILED,1125 MARKET ST,,Mixres,2013.0511,"Construction of a 12-story,100,422 sf bldg containing 164 dwelling units, 3,005 sf of ground-floor retail, and 47 parking spaces.",,,12/18/2013,$18000000.00,,APN 3702047,0,South of Market,Downtown,Downtown,SUPERVISORIAL DISTRICT 6,C-3-G,DOWNTOWN- GENERAL,120-X,164,164,0,0,0,3005,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maritz Pr,Patri Mer,415.284.1,TBLOMGRE,"(37.7797562709, -122.412736)"
12/17/2015,PL APPROVED,1125 MISSION ST,,MIPS,2014-002628PRJ,Office Allocation to change use from automotive vehicle repair and garage to a general office space.,201511021472,,01/15/2015,$0.00,OFFICE,APN 3727091,-1,South of Market,East SoMa (EN); South of Market,Downtown,SUPERVISORIAL DISTRICT 6,MUO,MIXED USE-OFFICE,65-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reuben, Junius & Rose LLP",,4155679000,RSUCRE,"(37.7784822427, -122.411260)"
03/15/2016,BP FILED,1126 - 1130 HOWARD STREET,,MIPS,2014-003270PRJ,Change of use from vacant retail to office within a historic building.,201603152086,,12/31/2014,$0.00,FOOD/BEVERAGE HNDLNG,APN 3727014,-1,South of Market,Western SoMa (EN); South of Market,Downtown,SUPERVISORIAL DISTRICT 6,RED,SOUTH OF MARKET RESIDENTIAL ENCLAVE,40-X,0,0,0,0,18819,0,-18819,0,18819,18819,0,0,0,0,0,0,0,0,0,0,0,0,,,,RSUCRE,"(37.7776555553, -122.410402)"
08/21/2014,BP FILED,1126 IRVING ST,,Resident,,,201408214436,"TO ERECT 4 STORIES, 3 UNITS RESIDENTIAL WITH RETAIL BUILDING.",08/21/2014,$900000.00,APARTMENTS,APN 1738021,0,Inner Sunset,,Inner Sunset,SUPERVISORIAL DISTRICT 5,NCD-INNER SUNSET,INNER SUNSET NEIGHBORHOOD COMMERCIAL,40-X,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7641244235, -122.470017)"
09/18/2015,BP FILED,1133 TENNESSEE ST,,Resident,2015-012830PRJ,,201509187456,"NEW HORIZONTAL ADDITION AT REAR OF (E) 3 STORY BLDG, REMODEL + EXPANSION OF 2 (E) TOP FLOOR UNITS, &",09/18/2015,$400000.00,APARTMENTS,APN 4172028,0,Potrero Hill,Central Waterfront (EN),South of Market,SUPERVISORIAL DISTRICT 10,NCT-2,NEIGHBORHOOD COMMERCIAL TRANSIT-2,40-X,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7572329386, -122.388876)"
03/14/2016,BP Filed,114 LYON ST,,Resident,2016-003836PRJ,,201603141965,NO WORK. WE ARE APPLYING FOR A MERGER TO LEGALIZE THE USE THAT HAS BEEN IN PLACE FOR APPROX 20 YEARS,03/14/2016,$1.00,2 FAMILY DWELLING,APN 1220020,0,Haight Ashbury,,Buena Vista,SUPERVISORIAL DISTRICT 5,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7721377032, -122.442023)"
12/30/2015,BP FILED,1140 FOLSOM ST,,Mixres,2013.0986,"The proposed project would remove the existing 14, 581 square feet building and parking lot and replace them with a new residential building over commercial.  Design high efficiency parking with BMR units on site. The proposed project would construct a 4",201411101145,,10/16/2013,$17450000.00,APARTMENTS,APN 3730015,-1,South of Market,Western SoMa (EN); South of Market,South of Market,SUPERVISORIAL DISTRICT 6,NCT-FOLSOM,FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT,65-X,112,112,13,13,14581,5600,-8981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Bickford,John Bickford,675-2169,RSUCRE,"(37.7762383793, -122.408952)"
03/09/2016,BP APPROVED,1145 BACON ST,,Resident,2015-012201PRJ,,201509086400,LEGALIZE 3 BEDROOMS W/ 2 BATHROOM UNIT ON 1ST FLOOR. ADD WASHER/DRYER FOR EACH UNIT. ADD NEW FURNANC,09/08/2015,$50000.00,2 FAMILY DWELLING,APN 6038036,-1,Excelsior,,South Central,SUPERVISORIAL DISTRICT 9,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7247387172, -122.414194)"
11/20/2015,PL FILED,1145 POLK ST,,Mixres,2014-001674PRJ,Demolition of existing building; construction of mixed-use building with retail space on first floor and 5 floors above of residential space consisting of 54 units of studio apartments.  Modification of existing basement to create subterranean parking lo,201511203273,"TO ERECT 6 STORIES, 1 BASEMENT, TYPE I-B / III-A, 54 UNITS RESIDENTIAL, RETAIL WITH PARKING BUILDING.",07/08/2015,$0.00,APARTMENTS,APN 0691001,0,Downtown/Civic Center,,Downtown,SUPERVISORIAL DISTRICT 3,NCD-POLK,POLK STREET NEIGHBORHOOD COMMERCIAL,65-A,54,54,0,0,8250,6990,-1260,12477,0,-12477,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7874658081, -122.420298)"
06/22/2015,BP FILED,1148 MONTGOMERY ST,,Resident,,,201506229509,(REAR BLDG). LEGALIZE A PREVIOUSLY EXISTING NON CONFORMING DWELLING UNIT AS PER 43-14. UNIT A IN THE,06/22/2015,$45000.00,APARTMENTS,APN 0134025,0,North Beach,,Northeast,SUPERVISORIAL DISTRICT 3,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7998925131, -122.403953)"
08/15/2014,PL FILED,115 PLYMOUTH AV,,Mixres,2014.1204,Demolition of two-family dwelling and construction of four-family dwelling.,,,08/15/2014,$500000.00,,APN 7138056,0,Ocean View,,Ingleside,SUPERVISORIAL DISTRICT 11,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",40-X,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Madfes,David Madfes,602.4458,MSMITH,"(37.7119696936, -122.456232)"
05/22/2015,BP FILED,115 TELEGRAPH HILL BL,,Resident,2015-006908PRJ,,201505227051,"TO ERECT 4 STORIES, 1 BASEMENT, TYPE I/V B,  3 UNITS RESIDENTIAL BUILDING.",05/22/2015,$4750000.00,APARTMENTS,APN 0105065,-1,North Beach,,Northeast,SUPERVISORIAL DISTRICT 3,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.8016015930, -122.405750)"
06/06/2014,CONSTRUCTION,1208 15TH AV,,Resident,,,200605111391,TO ERECT 2 DWELLING UNIT WITH 3 STORY NEW BUILDING,05/11/2006,$200000.00,2 FAMILY DWELLING,APN 1736033,-1,Inner Sunset,,Inner Sunset,SUPERVISORIAL DISTRICT 5,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7652505860, -122.472542)"
05/20/2014,BP APPROVED,1150 SOUTH VAN NESS AV,,Resident,,,201307252822,INSTALL NEW DWELLING UNIT IN EMPTY GROUND FL STORAGE PARKING AREA. REMOVE EXISTING GARAGE DOOR AND R,07/25/2013,$42500.00,APARTMENTS,APN 3637010,-1,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,RTO-M,RESIDENTIAL TRANSIT ORIENTED- MISSION,50-X,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7547084793, -122.416840)"
12/16/2015,PL FILED,1152 POTRERO AV,,Resident,2015-002632PRJ,,201502249220,HORIZONTAL & VERTICAL ADDITION TO EXISTING SINGLE HOME TO 3 UNIT APARTMENT BUILDING AND TWO CAR GARA,02/24/2015,$350000.00,APARTMENTS,APN 4211011,0,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",55-X,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7537094516, -122.406744)"
02/23/2016,CONSTRUCTION,1155 MARKET ST,,Resident,,,201507020526,"CHANGE OF USE. T-I INCLUDES NEW PARTITIONS, LIGHTING, FINISHES AND FIXTURE THROUGHOUT. STRUCTURAL WORK INCLUDES NEW INTERIOR CONNECTING STAIR & FLOORS 9-11 AND FLAT ROOF SKYLIGHT. NEW MECHANICAL, ELECTRICAL, PLUMBING AND FIRE ALARM WILL BE THE IN AREA OF",07/02/2015,$0.00,,APN 3702054,-1,South of Market,Downtown,Downtown,SUPERVISORIAL DISTRICT 6,C-3-G,DOWNTOWN- GENERAL,120-X,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7792227726, -122.413409)"
11/19/2014,BP FILED,116 ELSIE ST,,Resident,,,201411191947,"TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.",11/19/2014,$400000.00,1 FAMILY DWELLING,APN 5618007,0,Bernal Heights,,Bernal Heights,SUPERVISORIAL DISTRICT 9,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7428227962, -122.417900)"
02/04/2015,BP FILED,1160 PINE ST,,Resident,2015-001806PRJ,INSTALLATION OF (3) NEW RESIDENTIAL UNITS FOR A TOTAL OF (18) UNITS.,201502047491,INSTALLATION OF (3) NEW RESIDENTIAL UNITS FOR A TOTAL OF (18) UNITS.,02/04/2015,$80000.00,APARTMENTS,APN 0252011,-1,Nob Hill,,Northeast,SUPERVISORIAL DISTRICT 3,RM-4,"RESIDENTIAL- MIXED, HIGH DENSITY",65-A,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CITY RING 1 LLC,,CGROB,"(37.7906167276, -122.414946)"
05/18/2015,BP FILED,1164 FULTON ST,,Resident,2014.0677,,201505186523,"LIGHT WELL INFILL @ REAR BLDG, 3RD FL. REVISION TO APPLN #201305318304",05/18/2015,$5000.00,2 FAMILY DWELLING,APN 0777011,-1,Western Addition,,Western Addition,SUPERVISORIAL DISTRICT 5,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7773699199, -122.436005)"
10/28/2014,BP FILED,1167 PALOU AV,,Resident,,,201410280026,LEGALIZE IN LAW UNIT AT 1ST FLOOR PER ORINANCE 43-14,10/28/2014,$20000.00,2 FAMILY DWELLING,APN 4757047,0,Bayview,Bayview Hunters Point,South Bayshore,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7291861810, -122.382995)"
09/25/2013,BP ISSUED,1167 STANYAN ST,,Resident,2008.0408,,200803288274,TO ERECT SINGLE FAMILY DWELLING,03/28/2008,$848879.00,1 FAMILY DWELLING,APN 2630017,-1,Inner Sunset,,Inner Sunset,SUPERVISORIAL DISTRICT 5,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7629443092, -122.452568)"
09/25/2013,BP ISSUED,1169 STANYAN ST,,Resident,,,200803288288,"New construction of two residential units, 3 STORIES.",03/28/2008,$944647.00,2 FAMILY DWELLING,APN 2630018,-1,Inner Sunset,,Inner Sunset,SUPERVISORIAL DISTRICT 5,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7628731218, -122.452553)"
03/22/2016,PL FILED,1170 HARRISON ST,,MIPS,2015-016239PRJ,,,The Project Sponsor proposes to make interior alterations to the existing building at 1170 Harrison Street.  The project involves transforming the existing one-story warehouse with a mezzanine into two-stories of office space.  There will be no expansion,03/11/2016,$0.00,,APN 3755029,0,South of Market,Western SoMa (EN); South of Market,South of Market,SUPERVISORIAL DISTRICT 6,WMUG,WSOMA MIXED USE-GENERAL,55-X,0,0,0,0,0,0,0,0,19025,19025,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7743985436, -122.408132)"
