BESTSTAT,BESTDATE,NAMEADDR,CASENO,BPAPPLNO,PROPUSE,BLKLOT,LANDUSE,DESCRIPT,DBIDESC,UNITS,UNITSNET,AFF,AFFNET,TOTAL_GSF,CIE,MED,MIPS,PDR,RET,VISIT,NET_GSF,CIENET,MEDNET,MIPSNET,PDRNET,RETNET,VISITNET,Entitlement,Alias,ZONING,ZONING_SIMPLIFY,HEIGHT,PLNNBRHOOD,PLNDISTRICT,SUPEDIST,SOURCE,PLANNER,FILEDATE,SPONSOR,CONTACT,CONTACTPH,DECISION,DECDATE,ACTION,ACTDATE,GEOGRAPHY
BP FILED,11/22/2013,1554 MARKET ST,,201311222657,APARTMENTS,836007,Resident,,ERECT 12-STORY RESIDENTIAL & COMMERCIAL BUILDING.,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,DOWNTOWN- GENERAL,C-3-G,120-R-2,Downtown/Civic Center,Buena Vista,SUPERVISORIAL DISTRICT 5,PERMIT TRACKING,KGUY,,,,,,,,,"(37.77498042420, -122.42019610700)"
PL FILED,06/19/2013,1550 MARKET ST,2012.0877,,,836006,Mixres,"Demolition of two existing buildings and the construction of a new 12-story residential tower with 109 dwelling units, 4,560sf of ground floor commercial space, 105 bicycle parking spaces, a car share space, 28 off-street parking spaces, and a landscaped",,109,109,0,0,4560,0,0,0,0,4560,0,-16928,0,0,-14822,0,-2106,0,,,DOWNTOWN- GENERAL,C-3-G,120-R-2,Downtown/Civic Center,Buena Vista,SUPERVISORIAL DISTRICT 5,CASE TRACKING,EWATTY,June 19 2013,Christopher Davenport,Christopher Davenport,925-309-2503,,,,,"(37.77488926820, -122.42008083800)"
BP FILED,06/21/2013,2171 THIRD ST,2013.0784,201306210213,APARTMENTS,4045003,Mixres,"The proposal is to demolish the two existing industrial/office buildings on the 29,438-square-foot subject lot and construct two 7-story, 68-foot tall residential buildings. The proposed new buildings would have approximately 154,509 gross square feet of","ERECT MIXED-USE (RESIDENTIAL, RETAIL) NEW BUILDING.",109,109,0,0,3143,0,0,0,0,3143,0,-20511,0,0,0,-23654,3143,0,,,URBAN MIXED USE,UMU,68-X,Potrero Hill,South of Market,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,DVU,September 10 2013,,,,,,,,"(37.76234051140, -122.38825521800)"
PL FILED,04/30/2015,2675 FOLSOM ST,2014-000601PRJ,,,3639006,Resident,,,100,100,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,URBAN MIXED USE,UMU,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,CASE TRACKING,JBANALES,January 10 2015,"Axis Development Group, LLC",,992-6997,FILED,April 30 2015,,,"(37.75459458280, -122.41381158500)"
PL FILED,01/29/2015,1740 MARKET ST,2014.0409,,,855010,Mixres,"The proposed project is to demolish the existing 25,108 square foot commercial building and construct an 9-story, 85-foot tall mixed use building.  The existing building on the 13, 642 square foot subject lot was constructed in 1940.  The proposed new bu",,100,100,0,0,7630,7630,0,0,0,0,0,7630,7630,0,0,0,0,0,,,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-3,85-X,Western Addition,Buena Vista,SUPERVISORIAL DISTRICT 5,CASE TRACKING,TCHANG,March 18 2014,,,,FILED,January 29 2015,,,"(37.77254417780, -122.42310202800)"
BP FILED,06/27/2013,101 HYDE ST,2012.0086,201306270692,,0346003A,Mixres,The existing post office is scheduled for closure.  The proposed development would demolish the existing one-story building (built in 1960) and rebuild ground floor retail with residential units above.,ERECT (N) 8-STORY MULTI-RESIDENTIAL & RETAIL BUILDING.,85,85,0,0,6314,0,0,0,0,6314,0,-1191,0,0,0,0,-1191,0,,,DOWNTOWN- GENERAL,C-3-G,80-X,Downtown/Civic Center,Downtown,SUPERVISORIAL DISTRICT 6,CASE TRACKING,KCONNER,August 15 2012,Albert Costa,Albert Costa,415.986.0101,CEQA,,,,"(37.78180373770, -122.41589654800)"
PL FILED,10/14/2014,272 SUTTER ST,2014.1569,,,287013,Mixres,"Reisidential & Retail. To construct a new, 10-story mixed-use, building containing approximately 45 dwelling units, a below grade parking garage with capacity to park up to 40 cars, and ground-floor and second floor retail space. Dwelling-unit exposure &",,45,45,0,0,16000,16000,0,0,0,0,0,-19600,-19600,0,0,0,0,0,,,DOWNTOWN- RETAIL,C-3-R,80-130-F,Financial District,Downtown,SUPERVISORIAL DISTRICT 3,CASE TRACKING,MLAVALLE,October 14 2014,Steven Atkinson,,,FILED,October 14 2014,,,"(37.78995675230, -122.40508236100)"
PL FILED,09/17/2013,750 HARRISON ST,2013.0485,,,3751029,Mixres,"The proposed project would invove demolition of existing one-story commercial building (constructed in 1954) and construction of a new eight-story, residential building.  The proposed building would consist of seven residential levels with 77 units, over",,77,77,0,0,2826,0,0,0,0,2826,0,-2498,0,0,0,-5324,2826,0,,,MIXED USE-OFFICE,MUO,85-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,DVU,September 17 2013,William Mollard,William Mollard,409-9267,,,,,"(37.78178071190, -122.39867574800)"
BP FILED,03/16/2015,255 28TH ST,,201503160933,1 FAMILY DWELLING,6614035,Resident,,TO ERECT 4 STORIES OF 1 SINGLE FAMILY DWELLING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Noe Valley,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,,,"(37.74498007410, -122.42803703900)"
BP FILED,10/10/2014,949 NATOMA ST,,201410108646,APARTMENTS,3510028,Resident,,ERECT A FOUR STORY SIX RESIDENTIAL TYPE 5 CONST DWELLING BUILDING. COMPLIANCE W/ ORDINANCENO. 156-13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,RESIDENTIAL ENCLAVE-MIXED,RED-MX,45-X,South of Market,Downtown,SUPERVISORIAL DISTRICT 6,PERMIT TRACKING,,,,,,,,,,"(37.77390856850, -122.41535783300)"
PL FILED,05/30/2013,777 TENNESSEE STREET,2013.0312,,,4044013,Resident,The proposed project would involve the demolition of an existing two-story light industrial building and construction of a new multi-family building.  The proposed new building would include 59 Residential units over below grade parking which would conta,,59,59,0,0,0,0,0,0,0,0,0,-15500,0,0,0,-15500,0,0,,,URBAN MIXED USE,UMU,58-X,Potrero Hill,South of Market,SUPERVISORIAL DISTRICT 10,CASE TRACKING,CTOWNES,May 30 2013,Gary Burk,Mitchell Benjamin,882-9783 x10,,May 14 2013,,,"(37.76202676570, -122.38932447700)"
BP FILED,01/14/2015,576 HUDSON AV,,201501145724,APARTMENTS,4591C032,Resident,,"CONSTRUCT (N) APARTMENT, GARAGE",11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,HP-RA,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,,,,,,,,,"(37.72930401170, -122.36889999300)"
PL FILED,12/03/2013,1335 FOLSOM ST,2013.1281,,,3519063,Resident,"The proposed project would involve demolition of an existing one-story commercial building (constructed in 1923) and construction of a new seven-story, residential building of approximately 65' in height.  The proposed building shall consist of seven res",,65,65,0,0,0,0,0,0,0,0,0,-5700,0,0,0,-5700,0,0,,,FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT,NCT,65-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,DVU,December 03 2013,Tomas Janik,Tomas Janik,415-359-4397,,,,,"(37.77318439270, -122.41191612000)"
BP FILED,01/23/2013,620 SUTTER ST,2005.0674,201301238536,,0283004A,Mixres,"The project is the alteration of and new addition to the Sheehan Hotel through change of use of the hotel for residential flats and ground floor retail, and a rear addition of a new 12-story building, replacing an existing 2 to 4 story structure.  The to",TO DUCUMENT CHANGE OF USE FROM HOTEL TO GROUP HOUSING.,65,65,0,0,55735,0,0,0,0,4650,51085,-46435,0,0,0,0,4650,-51085,,,DOWNTOWN- GENERAL,C-3-G,80-130-F,Downtown/Civic Center,Downtown,SUPERVISORIAL DISTRICT 3,CASE TRACKING,RCOOPER,July 14 2005,Joel Yodowitz,Joel Yodowitz,415 567-9000,Withdrawn,January 23 2006,,,"(37.78924086270, -122.41073029500)"
PL FILED,03/25/2015,2444 LOMBARD ST,2014.1183,,,936014,Mixres,"The proposed project is to demolish the existing building and construct a new mixed-use building consisting of 53 residential units, a basement-level residential parking garage, ground-floor retail space, and commercial parking.  The building would be fo",,53,53,0,0,2000,2000,0,0,0,0,0,-6000,-6000,0,0,0,0,0,,,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",NC-3,40-X,Marina,Marina,SUPERVISORIAL DISTRICT 2,CASE TRACKING,DLINDSAY,July 30 2014,,,,FILED,March 25 2015,,,"(37.79941357430, -122.44205240700)"
PL FILED,10/01/2014,555 GOLDEN GATE AV,2014.1102,,,766010,Mixres,"The proposed project is to demolish the existing two-story commercial building on a through lot with frontages on Golden Gate Avenue and Redwood Alley and construct a 10-story, 121-foot tall mixed-use building.  The existing building on the 8,000 square",,52,52,0,0,1000,0,0,0,0,1000,0,-15000,0,0,0,0,-7000,0,,,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",RC-4,130-V,Downtown/Civic Center,Downtown,SUPERVISORIAL DISTRICT 6,CASE TRACKING,MWOODS,October 01 2014,Sean Sullivan,Nick Cranmer,415-501-0931,,,,,"(37.78087564210, -122.41959694100)"
BP FILED,10/22/2014,162 GRAND VIEW AV,,201410229565,1 FAMILY DWELLING,2754052,Resident,,Multiple Permits,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Noe Valley,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,,,"(37.75550535050, -122.44061512700)"
PL FILED,04/08/2014,807 FRANKLIN ST,2013.1224,,,744002,Resident,"The proposed project is the addition & alteration to a historic, single-family victorian home, including the removal of non-historic rear addition and expansion of penthouse and construction of a new 8-story, multi-family residential apartment building i",,51,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- MIXED, HIGH DENSITY",RM-4,80-B,Downtown/Civic Center,Western Addition,SUPERVISORIAL DISTRICT 5,CASE TRACKING,SLAI,April 08 2014,Toby Morris,Edward Morris,415 749-0302,,,,,"(37.78212012930, -122.42271086300)"
BP FILED,12/16/2014,1 EARL ST,,201412163796,APARTMENTS,4591D131,Resident,,Multiple Permits,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"HP SHIPYARD, PHASE I",SEE HUNTERS POINT REDEVELOPMENT PLAN,HP-RA,HP-RA,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,,,,,,,,,"(37.72762848820, -122.37497946700)"
PL FILED,07/30/2014,230 07TH ST,2014.0244,,,3730004,Mixres,"The proposed project is to demolish the existing 14,230 square foot single-story garage parking building and construct two new buildings with an at grade inner court between the two buildings and an underground parking garage with 29 spaces.  The new bui",,44,44,0,0,415,0,0,0,0,415,0,415,0,0,0,0,415,0,,,WSOMA MIXED USE-GENERAL,WMUG,65-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,EJACKSON,July 30 2014,John Ramsbacher,John Ramsbacher,408-293-3616,,,,,"(37.77729530030, -122.40912349300)"
PL FILED,07/29/2013,1174 FOLSOM ST,2012.1553,,APARTMENTS,3730023,Mixres,"The proposed project would involve merging two existing lots, demolition of two existing two-story structures, and the constuction of new 6 story, 65' tall building with basement parking. The proposed project would include retail on the first floor, offi",,42,42,0,0,9901,0,0,5493,0,4408,0,10081,0,0,3493,2180,4408,0,,,FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT,NCT,65-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,JKUGLER,July 29 2013,Erik Liu,Erik Liu,314-8700,,,,,"(37.77571411710, -122.40974319500)"
BP FILED,05/02/2013,1100 POTRERO AV,,201305026020,APARTMENTS,4211001,Resident,,"ERECT 3 STORIES, TYPE 5, 3 DWELLING UNITS NEW BUILDING.",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,55-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,,,"(37.75440794930, -122.40681090200)"
PL FILED,09/12/2013,901 TENNESSEE STREET,2013.0321,,,4108017,Resident,"The proposed project would include demolition of an existing one-story warehouse and construction of a new four-story, residential building.  The building shall consist of four residential levels with 39 units, over basement level with parking and mechan",,39,39,0,0,0,0,0,0,0,0,0,-9000,0,0,0,-9000,0,0,,,URBAN MIXED USE,UMU,40-X,Potrero Hill,South of Market,SUPERVISORIAL DISTRICT 10,CASE TRACKING,RSUCRE,September 12 2013,William Mollard,William Mollard,409-9267,,May 17 2013,,,"(37.76022721030, -122.38915380700)"
PL FILED,03/06/2014,2230 3RD STREET,2013.0531,,,4059001C,Mixres,The proposed project would result in the demolition of an existing commercial warehouse building (Tire Dealer) and construct a new 7-story mixed-use commercial and residential building with ground floor commercial/residential flex space and residential p,,37,37,0,0,2399,0,0,0,0,2399,0,-3201,0,0,0,0,-3201,0,,,URBAN MIXED USE,UMU,68-X,Potrero Hill,South of Market,SUPERVISORIAL DISTRICT 10,CASE TRACKING,JBANALES,March 06 2014,Marc Dimalanta,Marc Dimalanta,415-252-0888,,June 21 2013,,,"(37.76124702990, -122.38894069800)"
BP FILED,02/19/2015,1278 - 1298 VALENCIA ST,2013.1404,201502198775,APARTMENTS,3644021,Mixres,"The proposed project would replace existing gas station with a six story mixed use residential building.  Provide retail facilities on the ground floor and 35 residential units on the remaining 5 stories above. 33,939sf residential units & 3,737sf retail","ERECT 6-STORY, 35 DWELLING UNITS, TYPE III, RESIDENTIAL & RETAIL BUILDING.",35,35,0,0,3737,3737,0,0,0,0,0,3737,3737,0,0,0,0,0,,,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT,NCT,55-X,Mission,Mission,SUPERVISORIAL DISTRICT 8,CASE TRACKING,DVU,September 30 2013,,,,FILED,February 18 2015,,,"(37.75230964160, -122.42097736600)"
BP FILED,12/29/2014,980 FOLSOM ST,2013.0977,201412294587,APARTMENTS,3732028,Resident,,"ERECT 8-STORY, 34 CONDO UNITS ABOVE PARKING & COMMERCIAL BUILDING.",34,34,0,0,0,0,0,0,0,0,0,777,0,0,0,0,777,0,,,MIXED USE-RESIDENTIAL,MUR,85-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,PERMIT TRACKING,CTOWNES,,,,,,,,,"(37.77901663150, -122.40536411100)"
BP FILED,03/30/2007,42 LEESE ST,,200703307666,APARTMENTS,5719023,Resident,,ERECT A NEW 4 STORY 3 DWELLING UNITS BUILDING,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,40-X,Bernal Heights,Bernal Heights,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,,,"(37.73646438030, -122.42374006600)"
PL FILED,01/15/2015,241 10TH ST,2014.0666,,,3518020,Mixres,"The proposed project is to demolish the existing 10,189 square foot car-rental office building and construct a new 5-story, 55-foot tall, 32-dwelling unit, mixed-use building.  The existing building on the subject 9,000 sf lot was constructed in 1921.  T",,32,32,0,0,1813,0,0,0,0,1813,0,-8376,0,0,0,0,-8376,0,,,REGIONAL COMMERCIAL,RCD,55-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,JBANALES,May 01 2014,,,,FILED,January 15 2015,,,"(37.77364986310, -122.41343718100)"
PL FILED,05/15/2014,495 CAMBRIDGE ST,2013.1711,,,5992A060,Resident,"The project will be a PUD under Section 304.  The existing vacant Fellowship Academy Day Care Facility will be demolished, and the 200 block of Yale Street will be extended into the site.  The lot will be subdivided into 34 new parcels for single family",,32,32,0,0,0,0,0,0,0,0,0,-23000,-23000,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Excelsior,South Central,SUPERVISORIAL DISTRICT 9,CASE TRACKING,CTOWNES,May 15 2014,Peter Naughton,Bruce Baumann,415 551-7884,,,,,"(37.72571853320, -122.41731963700)"
PL FILED,08/27/2014,240 PACIFIC AV,2013.1757,,,166003,Mixres,"The project site consists of three adjacent lots fronting both Battery Street and Pacific Avenue, which total 11,680 sf. The site is currently improved with surface parking lots and a single-story commercial sturcture. The project would demolish the exis",,31,31,0,0,2018,0,0,0,0,2018,0,625,0,0,0,0,625,0,,,COMMUNITY BUSINESS,C-2,84-E,Financial District,Northeast,SUPERVISORIAL DISTRICT 3,CASE TRACKING,TCHANG,August 27 2014,Andrew Junius,Andrew Junius,567-9000,,,,,"(37.79786972610, -122.40045152300)"
PL FILED,08/28/2014,469 EDDY ST,2014.0562,,,0337014A,Mixres,"Save the existing facade and build a new 8-story building with 29 residential units, 2,600 sf of ground floor retail, and 16 below-grade vehicle parking spaces.",,29,29,0,0,2600,0,0,0,0,2600,0,-18085,0,0,0,-20685,2600,0,,,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",RC-4,80-T,Downtown/Civic Center,Downtown,SUPERVISORIAL DISTRICT 6,CASE TRACKING,SNGAN,August 28 2014,Barbara Borgfeldt,Nick Cranmer,415-501-0931,,,,,"(37.78330386800, -122.41531872000)"
PL FILED,01/02/2014,22 FRANKLIN ST,2013.1005,,,836011,Mixres,"Demolish the  existing auto body shop building on the lot 012 and construct a 8-story, 85-foot tall mixed use building. Construct a new building would include 24 dwelling units and 2,120 gross square feet of retail space along Franklin.",,28,28,0,0,4323,0,0,0,0,4323,0,4323,0,0,0,0,4323,0,,,DOWNTOWN- GENERAL,C-3-G,85-X,Downtown/Civic Center,Buena Vista,SUPERVISORIAL DISTRICT 5,CASE TRACKING,CGROB,January 02 2014,Aidin Massoudi,Aidin Massoudi,415-922-0200,,,,,"(37.77472679970, -122.42060368400)"
BP FILED,08/05/2014,198 VALENCIA ST,,201408053094,APARTMENTS,3502108,Resident,,"TO ERECT 5 STORIES, NO BASEMENT, 28 UNITS RESIDENTIAL CONDO AND COMMERCIAL BUILDING.
** MAHER: COMPL",28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-3,50-X,Mission,Mission,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,,,"(37.77009628440, -122.42268628500)"
BP FILED,01/07/2015,3336 BRODERICK ST,,201501075157,APARTMENTS,927024,Resident,,LEGALIZATION OF IN-LAW UNIT.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Marina,Marina,SUPERVISORIAL DISTRICT 2,PERMIT TRACKING,,,,,,,,,,"(37.80126852600, -122.44449129300)"
PL FILED,02/25/2015,300 OCTAVIA ST,2014-002330PRJ,,,832025,Mixres,"The proposed project includes construction of two 5-story, approximately 55-foot-tall building with  a combined 24 residential units over ground floor commercial uses with bicycle parking.",,24,24,2,2,15126,0,0,0,0,1606,0,15126,0,0,0,0,1606,0,,,HAYES NCT,NCT,,Western Addition,Western Addition,SUPERVISORIAL DISTRICT 5,CASE TRACKING,CGROB,February 25 2015,,City County of San Francisco Office,554-5395,,,,,"(37.77509955040, -122.42403996900)"
BP FILED,12/19/2014,690 MARKET ST,2013.1601,201412194144,TOURIST HOTEL/MOTEL,311016,Resident,,CONSTRUCT DEMISING WALLS FOR 5 DWELLING UNITS & INTERIOR FIT-OUT @ 2ND FLOOR. 5TH FLR: CONVERT 5 HOT,81,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,DOWNTOWN- OFFICE,C-3-O,285-S,Financial District,Downtown,SUPERVISORIAL DISTRICT 3,PERMIT TRACKING,KBURNS,,,,,,,,,"(37.78824797860, -122.40323221300)"
PL FILED,09/26/2014,740 WASHINGTON ST,2014.0775,,,194009,Mixres,"Change of use from 3,317.5 sf residential use over 9,994.5 sf ground floor commercial to 24 units (11,612 sf) of group housing over 1,700 sf of ground floor restuarant use.",,24,23,18,18,1700,0,0,0,0,1700,0,-8294,0,0,0,0,-8294,0,,,CHINATOWN- VISITOR RETAIL,CVR,50-N,Chinatown,Northeast,SUPERVISORIAL DISTRICT 3,CASE TRACKING,,September 26 2014,Alice Barkley,Alice Barkley,415-356-4635,,,,,"(37.79542614680, -122.40587453800)"
PL FILED,07/10/2013,233-237 SHIPLEY ST,2013.0318,,,3753095,Resident,New construction of a 4-story residential building with approximately 22 single occupancy residence.  No automobile parking.  Bicycle parking to be included.,,22,22,0,0,0,0,0,0,0,0,0,-1875,0,0,0,-1875,0,0,,,MIXED USE-RESIDENTIAL,MUR,45-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,EJACKSON,July 10 2013,"237 Shipley, LLC",Aidin Massoudi,415-922-0200,,,,,"(37.77908333440, -122.40351016000)"
BP FILED,01/14/2015,47 KIRKWOOD AV,,201501145720,APARTMENTS,4591C143,Resident,,Multiple Permits,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SEE HUNTERS POINT REDEVELOPMENT PLAN,HP-RA,HP-RA,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,,,,,,,,,"(37.72669160280, -122.36949533900)"
PL FILED,06/20/2014,2600 HARRISON ST,2014.0503,,,3639001,Resident,The project proposes a new residential building in place of the existing industrial warehouse building to be demolished.  The new building would be 40 feet tall with ground floor parking and 20 residential units.  A rood deck would be provided with acces,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,URBAN MIXED USE,UMU,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,CASE TRACKING,EJARDINE,June 20 2014,Toby Morris,Edward Morris,415-749-0302,,,,,"(37.75537821140, -122.41240639400)"
PL FILED,07/23/2014,1335 LARKIN ST,2013.0491,201403100361,,645003,Resident,Preserve facade of know Historic Resource and construct 5 stories of residential over parking behind Historic facade.,RESERVE EXTERIOR FACADE OF 1 STORY W/ MEZZANINE LEVEL COMMERCIAL GARAGE. NEW CONST WILL RESULT IN A,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,POLK STREET NEIGHBORHOOD COMMERCIAL,NCD,65-A,Nob Hill,Northeast,SUPERVISORIAL DISTRICT 3,CASE TRACKING,LLYNCH,July 23 2014,Anthony Pantaleoni,Tony Pantaleoni,415-495-4051,,,,,"(37.79033011560, -122.41930836300)"
BP FILED,12/11/2014,89 KIRKWOOD AV,,201412113580,APARTMENTS,4591C165,Resident,,Multiple Permits,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SEE HUNTERS POINT REDEVELOPMENT PLAN,HP-RA,HP-RA,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,,,,,,,,,"(37.72713863580, -122.37096273400)"
PL FILED,09/30/2014,600 18TH STREET,2014.0168,,,3995007,Mixres,"The proposed project involves the demolition of the existing buildings and construction of a new six-story, 68-foot-tall (84-foot-tall with mechanical penthouse), 20,540-square-foot building consisting of 18 dwelling units, 3,064 square feet of ground-fl",,18,18,0,0,3065,0,0,0,0,3065,0,935,0,0,0,0,935,0,,,URBAN MIXED USE,UMU,68-X,Potrero Hill,South of Market,SUPERVISORIAL DISTRICT 10,CASE TRACKING,KDURANDE,September 30 2014,Michael Leavitt,Michael Leavitt,415-674-9100,,,,,"(37.76318810330, -122.38908917900)"
