,Unnamed: 0,actdate,action,action_seq,address,aff,aff_dec,affnet,affordab_1,affordable,affordable_net,affordablenet,alias,apn,best_date,best_stat,beststat_group,block,bpapplno,building_type_id,caseno,centralsoma,cie,cie_existing,cie_net,cie_proposed,cienet,classified_neighborhood,contact,contactadd,contactcity,contactph,contactphone,cost,cult_inst_educ,dbi_actdate,dbi_action,dbi_filed,dbi_permit,dbi_permit_id,dbi_project_description,dbidesc,decdate,decision,descript,district,districtname,dname,entitled,entitlement,entitlementstatus,filedate,first_project_record_date,firstfiled,fullname,geography,height,height_lim,heightlimit,heightnum,industrial_existing,industrial_net,industrial_proposed,landuse,latest_project_record_date,latest_project_status,location,lot,med,medical,medical_existing,medical_net,medical_proposed,mednet,mips,mipsnet,neighborhood,net_added_sf,net_added_units,net_cult_inst_educ,net_gsf,net_medical,net_office,net_prod_dist_rep,net_ret_ent,net_visitor,new_rehab,objectid,office,office_existing,office_net,office_proposed,original_data_file,parking,parkingnet,pda,pdr,pdrnet,planarea,plandistrict,planner,planning_filed,planning_id,planning_project_description,planningdistrictscombo,pln_review,pln_reviewdate,plndesc,plndistrict,prod_dist_rep,project_dates,project_duration_days,project_statuses,propuse,report_quarter,report_year,ret,ret_ent,retailcomm_existing,retailcomm_net,retailcomm_proposed,retnet,sitearea,sizecat,sort,source,sponsor,sponsor_firm,sponsor_name,standardaddress,status_group,statusgroup,supdist,supedist,taz,tempselect,total_gsf,total_gsf_commercial,totalsqftestim,traffic_analysis_zone,units,unitsnet,visit,visitnet,visitor,visitor_existing,visitor_net,visitor_proposed,x,y,zonename,zoning,zoning_gen,zoning_generalized,zoning_sim,zoning_simplified,zoningdistrictname
10160,10160,March 25 2013,CEILING INSPECT,,99 WEST PORTAL AV,0.0,,0.0,,,,,,2979A021A,2013-03-25,CONSTRUCTION,,,201203287036.0,,2008.1161,,0.0,,,,0.0,West of Twin Peaks,Ramiro & Irma Castro,,,759-6181,,,,,,,,,,,May 14 2009,Approved,Expansion of existing dental office to lower street level to provide access from West Portal Avenue.,Inner Sunset,WEST PORTAL AVENUE NEIGHBORHOOD COMMERCIAL,,,True,,October 02 2008,2013-03-25,,,"(37.73972767840, -122.46663096000)",26-X,,,,,,,MIPS,2013-03-25,CONSTRUCTION,,,0.0,,,,,0.0,4000.0,2000.0,West of Twin Peaks,,,,2000.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,APUTRA,,,,,,,,,,"('2009-05-14', '2009-05-14', '2009-05-14', '2009-05-14', '2009-05-14', '2009-05-14', '2009-05-14', '2009-05-14', '2013-03-25', '2013-03-25', '2013-03-25', '2013-03-25')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",,1,2015,0.0,,,,,0.0,,,,CASE TRACKING,Ramiro & Irma Castro,,,,,,SUPERVISORIAL DISTRICT 7,,,,4000.0,,,,0.0,0.0,0.0,0.0,,,,,37.7397276784,-122.46663096,,,,,NCD,,
8388,8388,,,,1650 BROADWAY *,,,0.0,,0.0,,,,0570011,2015-03-20,CONSTRUCTION,,,201203055396.0,,,,0.0,,,,0.0,Pacific Heights,,,,,,,,03/20/2015,REINFORCING STE,,,,,"ERECT 7 STORIES, 2 BASEMENTS 34 DWELLING UNITS, TYPE 1-B BUILDING ON A VACANT LOT.",,,,,,,,True,true,,2015-03-20,,,"(37.795630600000003, -122.4243919)",,,40-X,,,,,Resident,2015-03-20,CONSTRUCTION,,,0.0,,,,,0.0,0.0,0.0,Pacific Heights,,,,0.0,,,,,,N,,,,,,data/raw/San_Francisco_Development_Pipeline_2014_Quarter_4.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2012-03-05', '2012-03-05', '2012-12-10', '2012-12-10', '2012-12-10', '2012-12-10', '2012-12-10', '2012-12-10', '2014-09-11', '2015-03-20')",0.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",APARTMENTS,4,2014,0.0,,,,,0.0,,20-49,Construction,PERMIT TRACKING,,,,1650 Broadway St,,,,,,,0.0,,,,34.0,34.0,0.0,0.0,,,,,37.7956306,-122.4243919,,,Residential,,RM-3,,"RESIDENTIAL- MIXED, MEDIUM DENSITY"
14899,14899,,,,777 VALENCIA ST,,,,,0.0,0.0,,767 VALENCIA ST,APN 3589108,2015-12-08,BP ISSUED,,,201310310847.0,,2014.0883,,,0.0,0.0,0.0,,Mission,,,,,,$50000.00,,,,,,,,CONSTRUCTION OF 3 (N) RESIDENTIAL UNITS ON A (N) 3RD FL,,,,Mission,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT,,,,-1.0,,2015-12-08,10/31/2013,,,,,55-X,,0.0,0.0,0.0,Resident,2015-12-08,BP ISSUED,"(37.7605645935, -122.421188)",,,,0.0,0.0,0.0,,,,Mission,,,,,,,,,,,,,2952.0,0.0,2952.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,Mission (EN),,,,,,,,,,,,"('2013-10-31', '2015-12-08', '2015-12-08')",0.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED')",APARTMENTS,1,2016,,,10015.0,0.0,10015.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 9,,,,,,,,3.0,3.0,,,,0.0,0.0,0.0,37.7605645935,-122.42118799999999,,NCT-VALENCIA,,,,,
14203,14203,,,,1880 GOLDEN GATE AV,,,,,0.0,0.0,,,APN 1152018,2016-02-10,CONSTRUCTION,,,201210041365.0,,,,,0.0,0.0,0.0,,Western Addition,,,,,,$200000.00,,,,,,,,HORIZONTAL & VERTICAL ADDITION.  4 STORIES OVER BASEMENT. CONVERT SINGLE FAMILY DWELLING TO 3 FAMILY,,,,Western Addition,"RESIDENTIAL- MIXED, LOW DENSITY",,,,-1.0,,2016-02-10,10/04/2012,,,,,40-X,,0.0,0.0,0.0,Resident,2016-02-10,CONSTRUCTION,"(37.7785793624, -122.441528)",,,,0.0,0.0,0.0,,,,Western Addition,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2014-12-23', '2015-11-10', '2016-02-10')",0.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",APARTMENTS,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 5,,,,,,,,3.0,2.0,,,,0.0,0.0,0.0,37.778579362399995,-122.441528,,RM-1,,,,,
12500,12500,,,,55 LAGUNA ST,,,,160.0,160.0,,,,APN 0857001,2016-01-14,CONSTRUCTION,,,201209059006.0,,2004.0773,,0.0,,,,12590.0,Hayes Valley,Ruthy Bennett,,,510-267-4679,,,,,,,,,,,,,"Mixed-use project which would include construction of seven new buildings and the adaptive re-use of two existing buildings for 491 dwelling units, 421 off-street parking spaces, 3,500 GSF of retail use, 12,000 GSF for a dental clinic, and 12,590 GSF for",Buena Vista,"RESIDENTIAL- MIXED, MEDIUM DENSITY",,-1.0,,,,2016-01-14,10/31/2006,,"(37.77234985470, -122.42627864400)",40-X,,,,,,,Mixres,2016-01-14,CONSTRUCTION,,,0.0,,,,,12000.0,0.0,0.0,Western Addition,,,,28090.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_4.csv,,,,0.0,0.0,Market and Octavia,,JKUGLER,,,,,,,,,,"('2016-01-14',)",0.0,"('CONSTRUCTION',)",,4,2015,3500.0,,,,,3500.0,,,,CASE TRACKING,Ruthy Bennett,,,,,,SUPERVISORIAL DISTRICT 8,,,,3500.0,,,,450.0,450.0,0.0,0.0,,,,,37.772349854699996,-122.42627864399999,,,,,RM-3,,
14450,14450,,,,30 EDITH ST,,,,,0.0,0.0,,,APN 0077004,2014-06-06,BP REINSTATED,,,200812319407.0,,2010.0084,,,0.0,0.0,0.0,,North Beach,,,,,,$350000.00,,,,,,,,CONVERT ONE (1) UNIT TO THREE (3) UNIT CONDOS & ADD TWO (2) NEW STORIES. REMODEL (E) BLDG INCLUDING,,,,Northeast,"RESIDENTIAL- HOUSE, THREE FAMILY",,,,-1.0,,2014-06-06,12/31/2008,,,,,40-X,,0.0,0.0,0.0,Resident,2014-06-06,BP REINSTATED,"(37.8029085701, -122.408605)",,,,0.0,0.0,0.0,,,,North Beach,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2014-06-06', '2014-06-06', '2014-06-06')",0.0,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",APARTMENTS,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 3,,,,,,,,3.0,2.0,,,,0.0,0.0,0.0,37.8029085701,-122.40860500000001,,RH-3,,,,,
11559,11559,,,,94124,,,,,0.0,,0.0,,APN 4913011,2014-10-10,BP FILED,,,201410108662.0,,,,0.0,,,,0.0,Bayview Hunters Point,,,,,,,,,,,,,,"CONSTRUCT (N) 4-STORY, 9 DWELLING UNITS.",,,,,,,0.0,,,,2014-10-10,10/10/2014,,,40-X,,,,,,,Resident,2014-10-10,BP FILED,"94124
(37.72212533640, -122.39279638600)",,0.0,,,,,0.0,0.0,0.0,Bayview,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,Bayview Hunters Point,South Bayshore,,,,,,,,,,,"('2014-10-10',)",0.0,"('BP FILED',)",APARTMENTS,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 10,,,0.0,,,,9.0,9.0,0.0,0.0,,,,,37.7221253364,-122.392796386,"RESIDENTIAL- MIXED, LOW DENSITY",,,,RM-1,,
9713,9713,December 26 2014,APPROVED,,2298 03RD ST,11.0,,11.0,,,,,,4059009,2014-12-26,BP APPROVED,,,201309257711.0,,2005.0408,,0.0,,,,0.0,Potrero Hill,Stu During,,,415 986-0884,,,,,,,,,,"TO ERECT 6 STORIES, 1 BASEMENT, 69 UNITS RESIDENTIAL, COMMERCIAL & PARKING BUILDING.",,,"Demolition of an existing one-story, commercial building and construction of a six-story, mixed-use building with 80 dwelling units, 80 off street parking spaces and appx. 14,000 GSF of ground floor commercial use.",South of Market,URBAN MIXED USE,,,True,,April 26 2005,2014-12-26,,,"(37.76079824980, -122.38890195800)",68-X,,,,,,,Mixres,2014-12-26,BP APPROVED,,,0.0,,,,,0.0,0.0,0.0,Potrero Hill,,,,14000.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,CTEAGUE,,,,,,,,,,"('2006-02-06', '2006-02-06', '2006-02-06', '2006-02-06', '2013-09-25', '2013-09-25', '2013-09-25', '2013-09-25', '2013-09-25', '2014-12-26', '2014-12-26')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED')",APARTMENTS,1,2015,14000.0,,,,,14000.0,,,,CASE TRACKING,Stu During,,,,,,SUPERVISORIAL DISTRICT 10,,,,14000.0,,,,69.0,69.0,0.0,0.0,,,,,37.7607982498,-122.38890195799999,,,,,UMU,,
14442,14442,,,,2918 MISSION ST,,,,,7.0,7.0,,,APN 6529002,2016-01-08,PL FILED,,,,,2014.0376,,,0.0,0.0,0.0,,Mission,,,,,,$0.00,,,,,,,,,,,,Mission,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT,,,,0.0,,2016-01-08,03/11/2014,,,,,65-B,,0.0,0.0,0.0,Mixres,2016-01-08,PL FILED,"(37.7503125814, -122.418539)",,,,0.0,0.0,0.0,,,,Mission,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,Mission (EN),,SMENDRIN,,,,,,,Project involves the demolition of the existing retail building and surface parking lot and the construction of a new residential/retail building. The proposed building is 64' and six stories high. Approximately 18 parking spaces plus car share space.  1,,,"('2016-01-08',)",0.0,"('PL FILED',)",,1,2016,,,5500.0,-500.0,5000.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 9,,,,,,,,55.0,55.0,,,,0.0,0.0,0.0,37.750312581399996,-122.418539,,NCT-MISSION,,,,,
9856,9856,April 10 2014,OK TO COVER,,2034 CLEMENT ST,0.0,,0.0,,,,,,1412019,2014-04-10,CONSTRUCTION,,,201010253666.0,,2010.0603,,0.0,,,,0.0,Outer Richmond,,,,,,,,,,,,,,"ERECT 4 STORIES, 3 UNITS, TYPE 5 BUILDING.",,CEQA,"Demo building at rear of property and construct a horizontal and vertical addition to the front building with a garage at the 1st floor and 3-unit residential building at the 2nd, 3rd and 4th floors.",Richmond,OUTER CLEMENT STREET NEIGHBORHOOD COMMERCIAL,,,True,,July 20 2010,2014-04-10,,,"(37.78252401640, -122.48128426300)",40-X,,,,,,,Resident,2014-04-10,CONSTRUCTION,,,0.0,,,,,0.0,0.0,0.0,Outer Richmond,,,,-1730.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2012-03-05', '2012-07-12', '2012-10-22', '2012-10-22', '2012-10-22', '2012-10-22', '2012-10-22', '2012-10-22', '2014-04-10', '2014-04-10', '2014-04-10', '2014-04-10')",0.0,"('BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",APARTMENTS,1,2015,0.0,,,,,-1730.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 1,,,,0.0,,,,3.0,3.0,0.0,0.0,,,,,37.7825240164,-122.48128426299999,,,,,NCD,,
9480,9480,,,,799 CASTRO STREET,0.0,,0.0,,,,,,3603024,2014-09-19,BP FILED,,,201409196883.0,,,,0.0,,,,0.0,Castro/Upper Market,Bill Pashelinsky,,,379-3676,,,,,,,,,,ALTERATION OF EXISTING COMMERCIAL BUILDING - CONVERSION OF OCCUPANCY TO R-3. TO REPLACE 2012-08-30-8,,,,Central,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,,,2014-09-19,,,"(37.75623617770, -122.43423782700)",40-X,,,,,,,Resident,2014-09-19,BP FILED,,,0.0,,,,,0.0,0.0,0.0,Castro/Upper Market,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,TWANG,,,,,,,,,,"('2014-09-19', '2014-09-19', '2014-09-19')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",,1,2015,0.0,,,,,0.0,,,,CASE TRACKING,Bill Pashelinsky,,,,,,SUPERVISORIAL DISTRICT 8,,,,0.0,,,,1.0,1.0,0.0,0.0,,,,,37.756236177699996,-122.434237827,,,,,RH-2,,
14691,14691,,,,49 JULIAN AV,,,,,0.0,0.0,,,APN 3547032,2012-01-26,PL APPROVED,,,,,2005.0233,,,0.0,0.0,0.0,,Mission,Tony Kim,,,246-8855,,$1200000.00,,,,,,,,,,,,Mission,URBAN MIXED USE,,,,-1.0,,2012-01-26,05/26/2005,,,,,45-X,,0.0,0.0,0.0,Resident,2012-01-26,PL APPROVED,"(37.7674173536, -122.420868)",,,,0.0,0.0,0.0,,,,Mission,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,Mission (EN),,NTURRELL,,,,,,,"Construction of five-story eight-unit residential building of approximately 10,583-sf.  Demolition of existing 1962 light industrial warehouse, presently vacant.  No off-street parking existing and eight proposed.",,,"('2012-01-26', '2012-01-26', '2012-01-26')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED')",,1,2016,,,0.0,0.0,0.0,,,,,,Tony Kim,,,,,,SUPERVISORIAL DISTRICT 9,,,,,,,,8.0,8.0,,,,0.0,0.0,0.0,37.7674173536,-122.420868,,UMU,,,,,
11329,11329,,,,94109,,MOD,,,31.0,,31.0,ROCKWELL,APN 0647007,2015-10-29,CONSTRUCTION,,,201312184508.0,,2011.1306,,0.0,,,,0.0,Western Addition,AIS,,,415.215.6,,,,,,,,,,,,,,,,,-1.0,,,,2015-10-29,11/27/2000,,,130-E,,,,,,,Mixres,2015-10-29,CONSTRUCTION,"94109
(37.78959297530, -122.42295080900)",,0.0,,,,,0.0,0.0,0.0,Western Addition,,,,6666.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,Van Ness Corridor,Western Addition,SSANCHEZ,,,,,,,"1) Merge the six exiting assessor's lots, 2) demolish the existing five industrial/comercial bldgs. on the site and possibly maintain/incorporate some of the existing bldgs. facades into the new project and 3) construct a residential bldg. with some comm",,,"('2015-10-29',)",0.0,"('CONSTRUCTION',)",,3,2015,4886.0,,,,,6666.0,,,,CASE TRACKING,AIS,,,,,,,SUPERVISORIAL DISTRICT 2,,,4886.0,,,,260.0,260.0,0.0,0.0,,,,,37.7895929753,-122.422950809,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",,,,NC-3,,
9405,9405,,,,34 COUNTRY CLUB DR,0.0,,0.0,,,,,,7279041,2015-01-27,BP FILED,,,201501276733.0,,,,0.0,,,,0.0,Sunset/Parkside,,,,,,,,,,,,,,LEGALIZE IN-LAW UNIT @ 1ST FLOOR PER  ORDINANCE 43-14.,,,,Ingleside,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",,,,,,2015-01-27,,,"(37.72986839460, -122.49508721700)",40-X,,,,,,,Resident,2015-01-27,BP FILED,,,0.0,,,,,0.0,0.0,0.0,Lakeshore,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2015-01-27',)",0.0,"('BP FILED',)",2 FAMILY DWELLING,1,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 7,,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.7298683946,-122.495087217,,,,,RH-1(D),,
14554,14554,,,,354 MULLEN AV,,,,,0.0,0.0,,,APN 5535006,2011-06-28,BP FILED,,,201106289066.0,,2011.0757,,,0.0,0.0,0.0,,Bernal Heights,,,,,,$500000.00,,,,,,,,ERECT THREE STORY SINGLE FAMILY DWELLING.,,,,Bernal Heights,"RESIDENTIAL- HOUSE, ONE FAMILY",,,,-1.0,,2011-06-28,06/28/2011,,,,,40-X,,0.0,0.0,0.0,Resident,2011-06-28,BP FILED,"(37.7459344607, -122.406165)",,,,0.0,0.0,0.0,,,,Bernal Heights,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2011-06-28', '2011-06-28', '2011-06-28')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",1 FAMILY DWELLING,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 9,,,,,,,,1.0,1.0,,,,0.0,0.0,0.0,37.7459344607,-122.40616499999999,,RH-1,,,,,
14864,14864,,,,718 17TH AV,,,,,0.0,0.0,,,APN 1659041,2014-11-04,BP FILED,,,201411040618.0,,,,,0.0,0.0,0.0,,Outer Richmond,,,,,,$30000.00,,,,,,,,LEGALIZE ILLEGAL ROOMS ON FIRST FLOOR & CONVERT TO LEGAL IN-LAW DWELLING UNIT UNDER ORDINANCE NO.43-,,,,Richmond,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,0.0,,2014-11-04,11/04/2014,,,,,40-X,,0.0,0.0,0.0,Resident,2014-11-04,BP FILED,"(37.7744245788, -122.475399)",,,,0.0,0.0,0.0,,,,Inner Richmond,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2014-11-04', '2014-11-04', '2014-11-04')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",2 FAMILY DWELLING,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 1,,,,,,,,2.0,1.0,,,,0.0,0.0,0.0,37.7744245788,-122.475399,,RH-2,,,,,
14270,14270,,,,2151 LOMBARD ST,,,,,0.0,0.0,,,APN 0510029A,2015-11-02,BP ISSUED,,,201505146406.0,,2015-006764PRJ,,,0.0,0.0,0.0,,Marina,,,,,,$5000.00,,,,,,,,CHANGE OF USE ON GROUND FLOOR ONLY. CONVERT (E) OFFICE TO NEW RESTAURANT.,,,,Marina,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",,,,-1.0,,2015-11-02,05/14/2015,,,,,40-X,,0.0,0.0,0.0,Retail/Ent,2015-11-02,BP ISSUED,"(37.7994826041, -122.436817)",,,,0.0,0.0,0.0,,,,Marina,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2015-05-14', '2015-11-02', '2015-11-02')",0.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED')",FOOD/BEVERAGE HNDLNG,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 2,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,37.7994826041,-122.43681699999999,,NC-3,,,,,
301,301,,,,227 NORIEGA ST,,,,,,,,,2046040A,2009-02-12,BP FILED,,2046,,,,,,,,,,Inner Sunset,,,,,,,,,,02/12/2009 08:00:00 AM +0000,200902122009,,REMODELING (E) FIRST AND SECOND FLOOR AND EXTENDING THESE 2 FLOORS OUT TOWARDS REAR YARD. 1ST FL. TO,,,,,,,,,,,,2009-02-12,,,,,,40-X,,,,,Resident,2009-02-12,BP FILED,"227 Noriega St
(37.754563, -122.465996)",040A,,,,,,,,,Inner Sunset,0.0,1.0,,,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2012_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",,1,2012,,,,,,,2500.0,,,,,,,,BP Filed,,7.0,,514.0,,,0.0,,,2.0,,,,,,,,37.754563,-122.46599599999999,,RH-2,,Residential,,RH-2,
11408,11408,,,,94121,,,,,0.0,,0.0,,APN 1505027,2014-02-04,CONSTRUCTION,,,200608179803.0,,2008.0271,,0.0,,,,0.0,Outer Richmond,,,,,,,,,,,,,,TO ERECT 2 DWELLING UNIT WITH 3 STORY NEW BUILDING,,,,,,,-1.0,,,,2014-02-04,08/17/2006,,,40-X,,,,,,,Resident,2014-02-04,CONSTRUCTION,"94121
(37.77861557710, -122.50042253300)",,0.0,,,,,0.0,0.0,0.0,Outer Richmond,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Richmond,,,,,,,,"2007.0179: The proposal would demolish an existing single-family building constructed in 1906, and construct a new two-unit residential building.
2008.0271: new 4 story, 2 unit building",,,"('2014-02-04',)",0.0,"('CONSTRUCTION',)",2 FAMILY DWELLING,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 1,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.7786155771,-122.50042253299999,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,RH-2,,
14717,14717,,,,5122 03RD ST,,,,,0.0,0.0,,,APN 5358005A,2015-12-18,BP FILED,,,201512185520.0,,2016-000790PRJ,,,0.0,0.0,0.0,,Bayview Hunters Point,,,,,,$1950000.00,,,,,,,,TO ERECT 4 STORIES OF 6 DWELLING UNIT.TYPE 5 CONSTRUCTION.,,,,South Bayshore,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",,,,0.0,,2015-12-18,12/18/2015,,,,,40-X,,0.0,0.0,0.0,Resident,2015-12-18,BP FILED,"(37.7320327366, -122.391974)",,,,0.0,0.0,0.0,,,,Bayview,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,Bayview Hunters Point,,,,,,,,,,,,"('2015-12-18', '2015-12-18')",0.0,"('BP FILED', 'BP FILED')",APARTMENTS,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 10,,,,,,,,6.0,6.0,,,,0.0,0.0,0.0,37.7320327366,-122.391974,,NC-3,,,,,
8518,8518,,,,3215 SCOTT ST,,,0.0,,0.0,,,,0936020,2014-10-24,BP FILED,,,201410249901.0,,,,0.0,,,,0.0,Marina,,,,,,,,,,,,,,CONVERT (E) 2ND FLR OFFICE/COMMERCIAL AREAS @ UNITS 3215B & 3215C TO TWO NEW RESIDENTIAL UNITS. ONE,,,,,,,,False,false,,2014-10-24,,,"(37.799460136100002, -122.441238144)",,,40-X,,,,,Resident,2014-10-24,BP FILED,,,0.0,,,,,0.0,0.0,0.0,Marina,,,,0.0,,,,,,R,,,,,,data/raw/San_Francisco_Development_Pipeline_2014_Quarter_4.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2014-10-24',)",0.0,"('BP FILED',)",APARTMENTS,4,2014,0.0,,,,,0.0,,2-9,BP Filed,PERMIT TRACKING,,,,3125 Scott St,,,,,,,0.0,,,,5.0,2.0,0.0,0.0,,,,,37.7994601361,-122.441238144,,,Mixed Use,,NC-3,,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE"
12179,12179,,,,94127,,,,,0.0,,0.0,,APN 2936A026,2015-09-22,BP ISSUED,,,201505015186.0,,,,0.0,,,,0.0,West of Twin Peaks,,,,,,,,,,,,,,RESPOND TO COMPLAINT# 201524902 TO LEGALIZE 2ND DWELLING UNIT UNDER ORDINANCE NO# 43-14 TO INCLUDE 1,,,,,,,-1.0,,,,2015-09-22,05/01/2015,,,40-X,,,,,,,Resident,2015-09-22,BP ISSUED,"94127
(37.74314672470, -122.45753596400)",,0.0,,,,,0.0,0.0,0.0,West of Twin Peaks,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Inner Sunset,,,,,,,,,,,"('2015-09-22',)",0.0,"('BP ISSUED',)",2 FAMILY DWELLING,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 7,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.7431467247,-122.457535964,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",,,,RH-1(D),,
