APN,NAMEADDR,BESTSTAT,BESTDATE,CASENO,BPAPPLNO,PROPUSE,NEW_REHAB,Alias,LANDUSE,DESCRIPT,DBIDESC,UNITS,UNITSNET,AFFORDABLE,AFFORDABLENET,EntitlementStatus,PARKING,PARKINGNET,TOTAL_GSF,NET_GSF,CIE,CIENET,MED,MEDNET,MIPS,MIPSNET,PDR,PDRNET,RET,RETNET,VISIT,VISITNET,FILEDATE,PLANNER,SPONSOR,CONTACT,CONTACTPH,DECISION,DECDATE,ACTION,ACTDATE,SOURCE,SupeDistrict,PLANAREA,PLNDISTRICT,NEIGHBORHOOD,ZONING_SIM,DISTRICTNAME,HEIGHT_LIMIT,X,Y,geography
APN 9900048,PIER 48,PL FILED,04/23/2013,2013.0208,,,N,Seawall Lot 337 / Mission Rock,Mixres,"The proposed project is the development of Seawall Lot 337 and Pier 48 (i.e. Mission Rock), which will include a mixed-use development, including open space, commercial, residential, retail and parking. The project would include approximately 3,600,000 s",,1500,1500,0,0,0,3000,3000,1950000,1950000,0,0,0,0,1700000,1700000,0,0,250000,250000,0,0,06/04/2013,TSHEYNER,Jon Knorpp,Jon Knorpp,972-1760,,01/01/41387 12:00:00 AM,,,CASE TRACKING,D6,,South of Market,South of Market,M-2,HEAVY INDUSTRIAL,40-X,-122.386135109,37.7757037635,"(37.77570376350, -122.38613510900)"
APN 4110001,PIER 70,PL FILED,02/10/2015,2014-001272PRJ,,,N,Waterfront Site,Mixres,"The proposed project would involve development of a 28-acre site into a mixed-use development, including parks, roads, and infrastructure. Below is a breakdown of the use types of the pier 70-waterfront site development. 

Residential ? Development of",,1100,1100,0,0,0,2700,2700,3449050,3449050,0,0,0,0,2024050,2024050,468000,468000,0,0,0,0,11/10/2014,ACONTRER,,Forest City Development California,415)(,FILED,01/01/42045 12:00:00 AM,,,CASE TRACKING,D10,Central Waterfront (EN),South of Market,Potrero Hill,M-2,HEAVY INDUSTRIAL,65-X,-122.386993514,37.7597541361,"(37.75975413610, -122.38699351400)"
APN 4167004,HOPE SF Potrero,PL FILED,06/30/2010,2010.0515,,APARTMENTS,,HOPE SF Potrero,Mixres,"Replace 606 units of public housing with 1,400-1,700 units of mixed-income, mixed-tenure housing, including 1-to1 replacement of public housing. Project will also include neighborhood serving retail, community facilities, parks and open space, and a new",,1600,994,0,0,0,944,688,30000,30000,0,0,0,0,10000,10000,0,0,20000,20000,0,0,06/30/2010,MSNYDER,,,,,,,,PERMIT TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,Potrero Hill,RM-2,"RESIDENTIAL- MIXED, MODERATE DENSITY",40-X,-122.395144145,37.7558204802,"(37.75582048020, -122.39514414500)"
APN 6310001,HOPE SF Sunnydale,PL FILED,04/28/2010,2010.0305,,,,HOPE SF Sunnydale,Mixres,"The project project is the Sunnydale HOPE SF Master Plan. The proposed project would demolish the existing Sunnydale public housing complexes and construct replacement housing, new market rate housing, infrastructure, open space, and community ammentitie",,1700,915,1700,915,0,1441,1011,88700,59424,0,0,0,0,0,0,0,0,88700,59424,0,0,04/28/2010,MSNYDER,,,,,,,,manual,D10,,South Central,Visitacion Valley,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,-122.418990152,37.7130874301,"(37.71308743010, -122.41899015200)"
APN 3953002,88 ARKANSAS ST,PL FILED,03/25/2015,2015-000453PRJ,,,N,,Mixres,Priority Processing application for both Affordable Housing and LEED Platinum.  The proposed project at 88 Arkansas Street proposes to demolish two existing single-story buildings on separate lots in order to build a new five story 127-unit Type 1 reside,,146,146,25,25,0,0,0,3275,3275,3275,3275,0,0,0,0,0,0,0,0,0,0,01/14/2015,KCONNER,"Fifth Historic Properties, LLC/Mart",Julie Heinzler,415-348-4644,FILED,01/01/42088 12:00:00 AM,,,CASE TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,48-X,-122.399047724,37.7653561316,"(37.76535613160, -122.39904772400)"
APN 7036012,345 LOUISBURG ST,BP FILED,03/21/2007,,200703216875,1 FAMILY DWELLING,N,,Resident,,TO ERECT 3 STORY SINGLE FAMILY DWELLING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D11,,Ingleside,Ocean View,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.450914094,37.7187098617,"(37.71870986170, -122.45091409400)"
APN 2636025,SAN FRANCISCO OVERLOOK,PL APPROVED,03/07/2014,2004.0093,,,,OVERLOOK,Resident,"The proposed project would involve the construction of 34 dwelling units and 40 off-street parking spaces in four new buildings on an undeveloped site.  The residential buildings would four stories in height, approximately 20 feet in height from grade.",,34,34,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CASE TRACKING,D7,,Inner Sunset,Inner Sunset,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,-122.460781674,37.7589409884,"(37.75894098840, -122.46078167400)"
APN 3741031,75 HOWARD ST,PL FILED,01/13/2012,2011.1122,,,N,,Mixres,Proposes to demolish the existing 8 -story parking garage (containing 550 parking spaces). The project would construct a residential bldg. containing 175 residential units and a below-grade parking garage. The parking garage would contain accessory parki,,133,133,0,0,0,100,-450,5824,5824,0,0,0,0,0,0,0,0,17900,17900,0,0,01/13/2012,DLEWIS,Jim Abrams,Jim Abrams,415 393 8370,,,,,CASE TRACKING,D6,Transit Center District; Downtown,South of Market,Financial District,C-3-O(SD),DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),200-S,-122.391671499,37.7915578785,"(37.79155787850, -122.39167149900)"
APN 8704004,360 BERRY ST,CONSTRUCTION,07/17/2015,,201312265046,APARTMENTS,,Eviva,Resident,,"ERECT A 5-STORIES, NO BASEMENT, 129 UNITS RESIDENTIAL BUILDING.",129,129,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/26/2013,,,,,,,REINFORCING STE,01/01/42202 12:00:00 AM,PERMIT TRACKING,D6,Mission Bay,South of Market,South of Market,MB-RA,SEE MISSION BAY SOUTH REDEVELOPMENT PLAN,MB-RA,-122.397263331,37.7730344812,"(37.77303448120, -122.39726333100)"
APN 3730015,1140 FOLSOM STREET,PL FILED,10/16/2013,2013.0986,,,N,,Mixres,"The proposed project would remove the existing 14, 581 square feet building and parking lot and replace them with a new residential building over commercial.  Design high efficiency parking with BMR units on site. The proposed project would construct a 4",,128,128,0,0,0,84,28,5500,-9081,0,0,0,0,0,0,0,0,5500,-9081,0,0,10/16/2013,RSUCRE,John Bickford,John Bickford,675-2169,,01/01/41551 12:00:00 AM,,,CASE TRACKING,D6,Western SoMa (EN); South of Market,South of Market,South of Market,NCT,FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT,65-X,-122.408952216,37.7762383802,"(37.77623838020, -122.40895221600)"
APN 3728019,1298 HOWARD STREET,PL FILED,03/19/2014,2014.0011,,,N,,Mixres,"The proposed project would contain 121 residential units, 10,050 sq.ft. of flex office/retail space.  Also proposed is a pedestrian alley connecting Howard and Natoma Streets.  The design of the project embraces the intent of Western SOMA zoning, respect",,121,121,0,0,0,107,82,10050,10050,0,0,0,0,10050,10050,0,0,0,0,0,0,03/19/2014,DVU,John Kevlin,John Kevlin,415.567.9000,,01/01/41698 12:00:00 AM,,,CASE TRACKING,D6,Western SoMa (EN); South of Market,Downtown,South of Market,RED-MX,RESIDENTIAL ENCLAVE-MIXED,45-X,-122.412778676,37.7756285786,"(37.77562857860, -122.41277867600)"
APN 5431A001,5800 03RD ST,CONSTRUCTION,07/31/2015,2012.0045,201211073775,APARTMENTS,,,Resident,The proposed project would construct buildings #3 and #4 as a modification to the previously approved project (case # 2003.0672CE). Building #3 will construct 150 market rate residential units with 141 at-grade parking spaces. Building #4 would construct,"ERECT 4-STORY, TYPE 5, 121 DWELLING UNITS BUILDING.",121,121,120,120,-1,168,168,0,13000,0,0,0,0,0,0,0,13000,0,0,0,0,,MSNYDER,Robert Kagan,"Jared Eigerman, Esq,",567.9,APPROVED,01/01/41207 12:00:00 AM,OK TO COVER,01/01/42216 12:00:00 AM,CASE TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,M-1,LIGHT INDUSTRIAL,65-J,-122.395520043,37.7251731211,"(37.72517312110, -122.39552004300)"
APN 3510001,1415 MISSION ST,CONSTRUCTION,07/09/2015,2005.054,200810315586,,,,Mixres,"Demo. of a tire store and construction of a 16-story mixed-use project with 156 dwelling units, 156 off-street valet parking spaces, and 2,350 GSF of ground floor retail use & 2,430 sf office.  Zoning Map Change, CU, and Section 309.",CONSTRUCTION OF FOURTEEN STORIES WITH 3 BASEMENTS ONE HUNDRED SEVENTEEN UNITS W/COMMERCIAL MIXED USE,121,121,18,18,-1,156,156,4780,300,0,0,0,0,2430,2430,0,-4480,2350,2350,0,0,08/27/2009,BFU,Charles J. Higley,Charles J. Higley,415 567 9000,APPR/WC,01/01/40129 12:00:00 AM,ROUGH FRAME,01/01/42194 12:00:00 AM,CASE TRACKING,D6,Downtown,Downtown,South of Market,C-3-G,DOWNTOWN- GENERAL,130-L,-122.415919822,37.7749076317,"(37.77490763170, -122.41591982200)"
APN 4041009,630 INDIANA ST,BP ISSUED,12/24/2014,2012.1574,201312244989,AUTO REPA,,,Resident,"The proposed project includes demolition of the existing structures on the project site and construction of an approximately 114,700 sf building with 111 residential units and approximately 1,900 sf of ground-floor neighborhood-serving retail uses. The p","680 I: TO ERECT 5 STORIES OF 51 DWELLING UNITS WITH ASSEMBLY/PARKING
660 i: ERECT 5 STORIES, 60 DWELLING UNITS.",121,121,16,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,DSANCHEZ,,,,,,ISSUED,01/01/41997 12:00:00 AM,BLDG PERMIT,D10,Central Waterfront (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,58-X,-122.391861643,37.7621478295,"(37.76214782950, -122.39186164300)"
APN 3747012,325 FREMONT ST,PL APPROVED,07/17/2014,2012.1025,,APARTMENTS,,,Resident,"The proposed project would construct a 250-foot tall residential tower , containing 119 dwelling units and 61 off-street parking spaces.  The current planning is for resident parking below grade; lobby, bike parking and handicap parking at street level;",,119,119,0,0,-1,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/02/2013,RSUCRE,Steve Vettel,Steve Vettel,268-6171,Approved,01/01/41837 12:00:00 AM,,,CASE TRACKING,D6,Rincon Hill,South of Market,South of Market,RH DTR,RINCON HILL DOWNTOWN RESIDENTIAL,85/250-R,-122.392946601,37.7877714372,"(37.78777143720, -122.39294660100)"
APN 3639006,2675 FOLSOM ST,PL FILED,04/30/2015,2014-000601PRJ,,,N,,Resident,,,117,117,17,17,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/10/2015,JBANALES,"Axis Development Group, LLC",,992-6997,FILED,01/01/42124 12:00:00 AM,,,CASE TRACKING,D9,Mission (EN),Mission,Mission,UMU,URBAN MIXED USE,40-X,-122.413811585,37.7545945828,"(37.75459458280, -122.41381158500)"
APN 6250030,81 LELAND AV,BP FILED,06/29/2015,,201506290158,APARTMENTS,N,,Resident,,"FRONT BLDG - ERECT 3-STORY, TYPE 5, 4 DWELLING UNITS WITH OFFICE BUILDING.",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D10,Schlage Lock,South Central,Visitacion Valley,NC-2,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",40-X,-122.40546195,37.7116224544,"(37.71162245440, -122.40546195000)"
APN 3753148,377 06TH ST,PL APPROVED,08/29/2014,2014.0832,,,N,,Mixres,"The proposed project is to demolish the existing gas station and construct a new 8-story, 85-foot tall, 96,225-square-foot residential building with ground-floor retail.  The existing 1,610-square-foot building on the 12,990 square foot lot was construct",,116,116,22,22,-1,0,0,4520,4520,0,0,0,0,0,0,0,0,4520,4520,0,0,10/09/2014,DVU,"Nakash Enterprises, LLC",Will  Mollard,415-523-0304,Approved,01/01/41880 12:00:00 AM,,,CASE TRACKING,D6,Central SoMa; East SoMa (EN); South of Market,South of Market,South of Market,MUR,MIXED USE-RESIDENTIAL,85-X,-122.404157099,37.7776640872,"(37.77766408720, -122.40415709900)"
APN 3753106,923 FOLSOM STREET,BP ISSUED,05/12/2015,2012.1333,201311202410,,N,,Mixres,"The proposed project would include demolition of an existing 3,750 sq.ft., 3-story commercial office building related to MTR Western Sus Station and consturction of the site to a 4 and 8-story, 114 unit mixed-use residential building with approximately 1",ERECT 9 STORIES OF 115 DWELLING UNITS. MIX USE,115,115,14,14,-1,87,66,1800,-1950,0,0,0,0,0,-3750,0,0,1800,1800,0,0,05/23/2013,BFU,Christopher Davenport,Christopher Davenport,925 309-2503,,,ISSUED,01/01/42136 12:00:00 AM,CASE TRACKING,D6,Central SoMa; East SoMa (EN); South of Market,South of Market,South of Market,MUR,MIXED USE-RESIDENTIAL,45-X,-122.403380781,37.7796093041,"(37.77960930410, -122.40338078100)"
APN 3767305,429 BEALE ST,PL APPROVED,05/14/2009,2007.1121,200903134091,,N,,Resident,"Demolition of existing structures, construction of a new 8 story 84 foot building with 113 dwelling units and 57 parking spaces",,113,113,0,0,-1,57,57,0,-35628,0,0,0,0,0,0,0,-35628,0,0,0,0,02/27/2009,BFU,Tuija I. Catalano,Tuija I. Catalano,415 567-9000,APPR/WC,01/01/39959 12:00:00 AM,,,CASE TRACKING,D6,Rincon Hill,South of Market,South of Market,RH DTR,RINCON HILL DOWNTOWN RESIDENTIAL,84-X,-122.390395593,37.7872476356,"(37.78724763560, -122.39039559300)"
APN 0831024,PARCEL O,PL FILED,03/25/2015,2015-002837PRJ,,,N,,Resident,"The proposed project is to construct a 6 story building with 100% affordable housing development financed by the Mayor's Office of Housing. The project is 112 residential units, 2,100 sf of retail space, 1,470 sf of office space with no vehicle parking.",,112,112,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/2015,KGUY,Mercy Housing California,Tim Dunn,415-355-7113,FILED,01/01/42088 12:00:00 AM,,,CASE TRACKING,D5,Market and Octavia,Western Addition,Western Addition,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,40-X,-122.425374345,37.7753559271,"(37.77535592710, -122.42537434500)"
APN 4060001,888 TENNESSEE ST,PL APPROVED,10/16/2013,2013.0975,,,N,,Mixres,"The proposed project is the demolition of an existing two-story building and construction of two four-story residential-over-retail building containing 110 dwelling units, 2,155 sq.ft. of retail use, and 10,073 sq.ft. of courtyard open space.  The projec",,110,110,0,0,-1,0,0,2155,-36365,0,0,0,0,0,0,0,-38520,2155,2155,0,0,12/03/2013,RSUCRE,Andrew Junius,Andrew Junius,415 567 9000,Approved,01/01/41563 12:00:00 AM,,,CASE TRACKING,D10,Central Waterfront (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,45-X,-122.389984667,37.7607662646,"(37.76076626460, -122.38998466700)"
APN 0340002,19-25 MASON ST & 2-16 TURK ST,PL APPROVED,03/04/2014,2012.0678,,,R,,Mixres,"Development of the two adjoining parking lots on either side of The Metropolis Hotel. The Metropolis will stay in place and continue as a hotel. The schematic design is to replace the existing surface parking lot with a residential development, including",,110,110,0,0,-1,0,0,2955,2955,0,0,0,0,0,0,0,0,2955,2955,0,0,08/14/2012,WWIETGRE,John Kevlin,John Kevlin,415.567.9000,Approved,01/01/41702 12:00:00 AM,,,CASE TRACKING,D6,Downtown,Downtown,Downtown/Civic Center,C-3-G,DOWNTOWN- GENERAL,120-X,-122.409494227,37.7837500979,"(37.78375009790, -122.40949422700)"
APN 0836007,1554 MARKET ST,BP FILED,11/22/2013,,201311222657,APARTMENTS,N,,Resident,,ERECT 12-STORY RESIDENTIAL & COMMERCIAL BUILDING.,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,KGUY,,,,,,,,PERMIT TRACKING,D5,Market and Octavia; Downtown,Buena Vista,Downtown/Civic Center,C-3-G,DOWNTOWN- GENERAL,120-R-2,-122.420196107,37.7749804242,"(37.77498042420, -122.42019610700)"
APN 0836006,1550 MARKET ST,PL FILED,06/19/2013,2012.0877,,,N,,Mixres,"Demolition of two existing buildings and the construction of a new 12-story residential tower with 109 dwelling units, 4,560sf of ground floor commercial space, 105 bicycle parking spaces, a car share space, 28 off-street parking spaces, and a landscaped",,109,109,0,0,0,28,0,4560,-16928,0,0,0,0,0,-14822,0,0,4560,-2106,0,0,06/19/2013,EWATTY,Christopher Davenport,Christopher Davenport,925-309-2503,,,,,CASE TRACKING,D5,Market and Octavia; Downtown,Buena Vista,Downtown/Civic Center,C-3-G,DOWNTOWN- GENERAL,120-R-2,-122.420080838,37.7748892682,"(37.77488926820, -122.42008083800)"
APN 4045003,2171 THIRD ST,BP FILED,06/21/2013,2013.0784,201306210213,APARTMENTS,N,,Mixres,"The proposal is to demolish the two existing industrial/office buildings on the 29,438-square-foot subject lot and construct two 7-story, 68-foot tall residential buildings. The proposed new buildings would have approximately 154,509 gross square feet of","ERECT MIXED-USE (RESIDENTIAL, RETAIL) NEW BUILDING.",109,109,0,0,0,0,0,3143,-20511,0,0,0,0,0,0,0,-23654,3143,3143,0,0,09/10/2013,DVU,,,,,,,,PERMIT TRACKING,D10,Central Waterfront (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,68-X,-122.388255218,37.7623405114,"(37.76234051140, -122.38825521800)"
APN 4591C099,50 JERROLD AV,CONSTRUCTION,07/22/2015,,200912223673,APARTMENTS,,,Resident,,"TO ERECT 5 STORY, 34 RESIDENTIAL UNITS WITH PARKING. NO BASEMENT.",34,34,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/22/2009,,,,,,,"ROUGH FRAME, PA",01/01/42207 12:00:00 AM,PERMIT TRACKING,D10,Hunters Point Shipyard,South Bayshore,Bayview,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",HP-RA,-122.369239611,37.7276515675,"(37.72765156750, -122.36923961100)"
APN 0667016,1545 PINE ST,BP FILED,12/03/2013,2006.0383,201312033256,,,,Mixres,"Demolish three existing buildings and construct two buildings, a 14-story building and a six-story building containing a total of 113 dwelling units, 113 parking spaces, and 10,000 sq. ft. of ground floor commercial. The new building would be approximate","TO ERECT 12 STORIES, 2 BASEMENT, 107 RESIDENTIAL WITH RETAIL AND PARKING.",107,107,12,12,-1,82,0,5229,-22771,0,0,0,0,0,-16000,0,-12000,5229,5229,0,0,11/21/2012,SLAI,Eileen Long,Lucian Robert Blazej,415 695-1111,Approved,01/01/41914 12:00:00 AM,,,CASE TRACKING,D3,Van Ness Corridor,Northeast,Nob Hill,RC-4,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",130-V,-122.421211229,37.7892721056,"(37.78927210560, -122.42121122900)"
APN 0855010,1740 MARKET ST,PL FILED,01/29/2015,2014.0409,,,,,Mixres,"The proposed project is to demolish the existing 25,108 square foot commercial building and construct an 9-story, 85-foot tall mixed use building.  The existing building on the 13, 642 square foot subject lot was constructed in 1940.  The proposed new bu",,100,100,0,0,0,0,0,7630,7630,7630,7630,0,0,0,0,0,0,0,0,0,0,03/18/2014,TCHANG,,,,FILED,01/01/42033 12:00:00 AM,,,CASE TRACKING,D5,Market and Octavia,Buena Vista,Western Addition,NCT-3,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,85-X,-122.423102028,37.7725441778,"(37.77254417780, -122.42310202800)"
APN 0757028,1100 GOLDEN GATE AV,CONSTRUCTION,07/17/2015,2008.1162,201207104447,,N,1239 TURK ST,Resident,"New construction of 5-story, 145-foot tall housing tower(s) with 98 affordable senior rental units",ERECT TYPE 1 & TYPE V NEW BUILDING,98,98,98,98,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/2008,CNIKITAS,Desiree Espinoza,Desiree Espinoza,415-421-8605,APPROVED,01/01/40941 12:00:00 AM,SHEAR WALL,01/01/42202 12:00:00 AM,CASE TRACKING,D5,,Western Addition,Western Addition,RM-3,"RESIDENTIAL- MIXED, MEDIUM DENSITY",50-X,-122.429485283,37.7802585877,"(37.78025858770, -122.42948528300)"
APN 3994001C,650 ILLINOIS ST,PL APPROVED,06/05/2014,2010.0726,,,,,Resident,"Demolition of existing structures and the construction of a new 6-story, 65.4-ft-tall building with 71,225 sf of residential (97 dwellings) and 45 off-street parking spaces.",,97,97,0,0,-1,45,45,0,-15349,0,0,0,0,0,0,0,-15349,0,0,0,0,08/23/2010,DVU,,,,Approved,01/01/41795 12:00:00 AM,,,manual,D10,Central Waterfront (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,68-X,-122.388374828,37.7637856036,"(37.76378560360, -122.38837482800)"
APN 0744010,950 GOUGH ST,PL FILED,05/11/2015,2012.0506,,,N,,Mixres,"Mixed-use building comprised of 100 residential dwelling units, church and community space, 73 space parking garage and courtyard.",,95,95,11,11,0,61,61,10100,10100,10100,10100,0,0,0,0,0,0,0,0,0,0,04/16/2012,MWOODS,,,,FILED,01/01/42135 12:00:00 AM,,,CASE TRACKING,D5,,Western Addition,Downtown/Civic Center,RM-4,"RESIDENTIAL- MIXED, HIGH DENSITY",80-B,-122.423765945,37.7822225671,"(37.78222256710, -122.42376594500)"
APN 4102026,645 TEXAS ST,BP ISSUED,01/27/2015,2012.1218,201312093691,,N,1300 22nd Street,Resident,"The proposed project would construct a new 4-story, 94 unit residential project over 64 off-street parking spaces. The proposed building would be 4 stories and 45 feet in height.",ERECT 5-STORY TYPE-V NEW RESIDENTIAL BUILDING.,94,94,11,11,-1,0,0,0,-30000,0,0,0,0,0,-10000,0,-20000,0,0,0,0,05/09/2013,DSANCHEZ,Peter & Daniel Cliff,Christopher Davenport,925 309-2503,,,ISSUED,01/01/42031 12:00:00 AM,CASE TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,Potrero Hill,MUR,MIXED USE-RESIDENTIAL,40-X,-122.394571813,37.7579634092,"(37.75796340920, -122.39457181300)"
APN 4884025,2600 ARELIOUS WALKER DR,CONSTRUCTION,07/29/2015,,201401166470,APARTMENTS,N,,Resident,,"TO ERECT 5 STORIES, NO BASEMENT, 93 DWELLINGS UNITS WITH PARKING(MAHER: COMPLIANCE WITH ORDINANCE NO",93,93,93,93,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,REINFORCING STE,01/01/42214 12:00:00 AM,PERMIT TRACKING,D10,Bayview Hunters Point; Candlestick Point,South Bayshore,Bayview,P,PUBLIC,CP,-122.384934382,37.7193826402,"(37.71938264020, -122.38493438200)"
